Frequency_MHz,Amplitude_dBm
9.299996280000000297e+02,-7.929000000000000625e+01
9.316662939999999935e+02,-7.809999999999999432e+01
9.333329599999999573e+02,-7.740999999999999659e+01
9.349996260000000348e+02,-7.637000000000000455e+01
9.366662919999999986e+02,-7.753000000000000114e+01
9.383329579999999623e+02,-7.771999999999999886e+01
9.399996240000000398e+02,-7.651999999999999602e+01
9.416662900000000036e+02,-7.720999999999999375e+01
9.433329559999999674e+02,-7.776999999999999602e+01
9.449996220000000449e+02,-7.743000000000000682e+01
9.466662880000000087e+02,-7.831999999999999318e+01
9.483329539999999724e+02,-7.771999999999999886e+01
9.499996200000000499e+02,-7.773999999999999488e+01
9.516662860000000137e+02,-7.692000000000000171e+01
9.533329519999999775e+02,-7.712999999999999545e+01
9.549996180000000550e+02,-7.695999999999999375e+01
9.566662840000000188e+02,-7.639000000000000057e+01
9.583329499999999825e+02,-7.779999999999999716e+01
9.599996159999999463e+02,-7.823000000000000398e+01
9.616662820000000238e+02,-7.700000000000000000e+01
9.633329479999999876e+02,-7.750000000000000000e+01
9.649996139999999514e+02,-7.770999999999999375e+01
9.666662800000000288e+02,-7.689000000000000057e+01
9.683329459999999926e+02,-7.765999999999999659e+01
9.699996119999999564e+02,-7.710999999999999943e+01
9.716662780000000339e+02,-7.765999999999999659e+01
9.733329439999999977e+02,-7.837000000000000455e+01
9.749996099999999615e+02,-7.826999999999999602e+01
9.766662760000000389e+02,-7.793999999999999773e+01
9.783329420000000027e+02,-7.606000000000000227e+01
9.799996079999999665e+02,-7.756000000000000227e+01
9.816662740000000440e+02,-7.837000000000000455e+01
9.833329400000000078e+02,-7.845999999999999375e+01
9.849996059999999716e+02,-7.853000000000000114e+01
9.866662720000000490e+02,-7.825000000000000000e+01
9.883329380000000128e+02,-7.696999999999999886e+01
9.899996039999999766e+02,-7.750000000000000000e+01
9.916662700000000541e+02,-7.762999999999999545e+01
9.933329360000000179e+02,-7.743000000000000682e+01
9.949996019999999817e+02,-7.818000000000000682e+01
9.966662679999999455e+02,-7.659999999999999432e+01
9.983329340000000229e+02,-7.846999999999999886e+01
9.999995999999999867e+02,-7.462999999999999545e+01
